Year,ZIP code [1],Size of adjusted gross income,Adjusted gross income (AGI)
2012,10548,"$75,000 under $100,000",15487
2012,10549,"$1 under $25,000",31174
2012,10549,"$100,000 under $200,000",164196
2012,10549,"$200,000 or more",1443354
2012,10549,"$25,000 under $50,000",50393
2012,10549,"$50,000 under $75,000",51354
2012,10549,"$75,000 under $100,000",53913
2012,10550,"$1 under $25,000",106596
2012,10550,"$100,000 under $200,000",97544
2012,10550,"$200,000 or more",20439
2012,10550,"$25,000 under $50,000",187045
2012,10550,"$50,000 under $75,000",135812
2012,10550,"$75,000 under $100,000",85853
2012,10552,"$1 under $25,000",38063
2012,10552,"$100,000 under $200,000",211603
2012,10552,"$200,000 or more",199900
2012,10552,"$25,000 under $50,000",90523
2012,10552,"$50,000 under $75,000",110602
2012,10552,"$75,000 under $100,000",99650
2012,10553,"$1 under $25,000",26078
2012,10553,"$100,000 under $200,000",63168
2012,10553,"$200,000 or more",20375
2012,10553,"$25,000 under $50,000",54067
2012,10553,"$50,000 under $75,000",50078
2012,10553,"$75,000 under $100,000",41052
2012,10560,"$1 under $25,000",5512
2012,10560,"$100,000 under $200,000",63461
2012,10560,"$200,000 or more",397107
2012,10560,"$25,000 under $50,000",10793
2012,10560,"$50,000 under $75,000",14328
2012,10560,"$75,000 under $100,000",16486
2012,10562,"$1 under $25,000",64655
2012,10562,"$100,000 under $200,000",332928
2012,10562,"$200,000 or more",445189
2012,10562,"$25,000 under $50,000",111151
2012,10562,"$50,000 under $75,000",125199
2012,10562,"$75,000 under $100,000",123053
2012,10566,"$1 under $25,000",59248
2012,10566,"$100,000 under $200,000",198560
2012,10566,"$200,000 or more",72101
2012,10566,"$25,000 under $50,000",100705
2012,10566,"$50,000 under $75,000",101975
2012,10566,"$75,000 under $100,000",90800
2012,10567,"$1 under $25,000",27343
2012,10567,"$100,000 under $200,000",318017
2012,10567,"$200,000 or more",407037
2012,10567,"$25,000 under $50,000",50123
2012,10567,"$50,000 under $75,000",65037
2012,10567,"$75,000 under $100,000",83370
2012,10570,"$1 under $25,000",14997
2012,10570,"$100,000 under $200,000",175939
2012,10570,"$200,000 or more",678551
2012,10570,"$25,000 under $50,000",28987
2012,10570,"$50,000 under $75,000",41910
2012,10570,"$75,000 under $100,000",38576
2012,10573,"$1 under $25,000",91460
2012,10573,"$100,000 under $200,000",282413
2012,10573,"$200,000 or more",853686
2012,10573,"$25,000 under $50,000",158461
2012,10573,"$50,000 under $75,000",132771
2012,10573,"$75,000 under $100,000",96563
2012,10576,"$1 under $25,000",5502
2012,10576,"$100,000 under $200,000",70389
2012,10576,"$200,000 or more",637457
2012,10576,"$25,000 under $50,000",10162
2012,10576,"$50,000 under $75,000",12486
2012,10576,"$75,000 under $100,000",14343
2012,10577,"$1 under $25,000",3208
2012,10577,"$100,000 under $200,000",27339
2012,10577,"$200,000 or more",1313404
2012,10577,"$25,000 under $50,000",6299
2012,10577,"$50,000 under $75,000",6373
2012,10577,"$75,000 under $100,000",7512
2012,10578,"$1 under $25,000",1015
2012,10578,"$100,000 under $200,000",15363
2012,10578,"$200,000 or more",10122
2012,10578,"$25,000 under $50,000",2996
2012,10578,"$50,000 under $75,000",4118
2012,10578,"$75,000 under $100,000",4058
2012,10579,"$1 under $25,000",11594
2012,10579,"$100,000 under $200,000",142826
2012,10579,"$200,000 or more",118167
2012,10579,"$25,000 under $50,000",27247
2012,10579,"$50,000 under $75,000",33794
2012,10579,"$75,000 under $100,000",43696
2012,10580,"$1 under $25,000",17457
2012,10580,"$100,000 under $200,000",171335
2012,10580,"$200,000 or more",3994539
2012,10580,"$25,000 under $50,000",32753
2012,10580,"$50,000 under $75,000",39514
2012,10580,"$75,000 under $100,000",43433
2012,10583,"$1 under $25,000",38230
2012,10583,"$100,000 under $200,000",487671
2012,10583,"$200,000 or more",6566612
2012,10583,"$25,000 under $50,000",69420
2012,10583,"$50,000 under $75,000",109119
2012,10583,"$75,000 under $100,000",116719
2012,10588,"$1 under $25,000",4244
2012,10588,"$100,000 under $200,000",40072
2012,10588,"$200,000 or more",27813
2012,10588,"$25,000 under $50,000",8476
2012,10588,"$50,000 under $75,000",10525
2012,10588,"$75,000 under $100,000",11449
2012,10589,"$1 under $25,000",10305
2012,10589,"$100,000 under $200,000",157597
2012,10589,"$200,000 or more",249736
2012,10589,"$25,000 under $50,000",23272
2012,10589,"$50,000 under $75,000",38734
2012,10589,"$75,000 under $100,000",48418
2012,10590,"$1 under $25,000",7388
2012,10590,"$100,000 under $200,000",104841
2012,10590,"$200,000 or more",341641
2012,10590,"$25,000 under $50,000",12913
2012,10590,"$50,000 under $75,000",20076
2012,10590,"$75,000 under $100,000",24549
2012,10591,"$1 under $25,000",46011
2012,10591,"$100,000 under $200,000",252624
2012,10591,"$200,000 or more",684890
2012,10591,"$25,000 under $50,000",83231
2012,10591,"$50,000 under $75,000",86946
2012,10591,"$75,000 under $100,000",82177
2012,10594,"$1 under $25,000",7310
2012,10594,"$100,000 under $200,000",81098
2012,10594,"$200,000 or more",152670
2012,10594,"$25,000 under $50,000",15030
2012,10594,"$50,000 under $75,000",18806
2012,10594,"$75,000 under $100,000",21356
2012,10595,"$1 under $25,000",8004
2012,10595,"$100,000 under $200,000",104869
2012,10595,"$200,000 or more",160280
2012,10595,"$25,000 under $50,000",18814
2012,10595,"$50,000 under $75,000",26148
2012,10595,"$75,000 under $100,000",25379
2012,10597,"$1 under $25,000",1213
2012,10597,"$100,000 under $200,000",9995
2012,10597,"$200,000 or more",138699
2012,10597,"$25,000 under $50,000",2096
2012,10597,"$50,000 under $75,000",1552
2012,10597,"$75,000 under $100,000",1708
2012,10598,"$1 under $25,000",38758
2012,10598,"$100,000 under $200,000",515302
2012,10598,"$200,000 or more",758816
2012,10598,"$25,000 under $50,000",73601
2012,10598,"$50,000 under $75,000",101759
2012,10598,"$75,000 under $100,000",124200
2012,10601,"$1 under $25,000",23833
2012,10601,"$100,000 under $200,000",112324
2012,10601,"$200,000 or more",477326
2012,10601,"$25,000 under $50,000",43647
2012,10601,"$50,000 under $75,000",51386
2012,10601,"$75,000 under $100,000",50648
2012,10603,"$1 under $25,000",35487
2012,10603,"$100,000 under $200,000",220354
2012,10603,"$200,000 or more",199884
2012,10603,"$25,000 under $50,000",74214
2012,10603,"$50,000 under $75,000",91532
2012,10603,"$75,000 under $100,000",88048
2012,10604,"$1 under $25,000",21465
2012,10604,"$100,000 under $200,000",105798
2012,10604,"$200,000 or more",410008
2012,10604,"$25,000 under $50,000",41145
2012,10604,"$50,000 under $75,000",43716
2012,10604,"$75,000 under $100,000",40636
2012,10605,"$1 under $25,000",29305
2012,10605,"$100,000 under $200,000",284678
2012,10605,"$200,000 or more",1091056
2012,10605,"$25,000 under $50,000",60329
2012,10605,"$50,000 under $75,000",75259
2012,10605,"$75,000 under $100,000",77443
2012,10606,"$1 under $25,000",39330
2012,10606,"$100,000 under $200,000",132755
2012,10606,"$200,000 or more",234052
2012,10606,"$25,000 under $50,000",67695
2012,10606,"$50,000 under $75,000",56997
2012,10606,"$75,000 under $100,000",47696
2012,10607,"$1 under $25,000",14509
2012,10607,"$100,000 under $200,000",107507
2012,10607,"$200,000 or more",119199
2012,10607,"$25,000 under $50,000",26742
2012,10607,"$50,000 under $75,000",30616
2012,10607,"$75,000 under $100,000",29717
2012,10701,"$1 under $25,000",159825
2012,10701,"$100,000 under $200,000",298163
2012,10701,"$200,000 or more",130701
2012,10701,"$25,000 under $50,000",253906
2012,10701,"$50,000 under $75,000",209363
2012,10701,"$75,000 under $100,000",163936
2012,10703,"$1 under $25,000",47898
2012,10703,"$100,000 under $200,000",155383
2012,10703,"$200,000 or more",41986
2012,10703,"$25,000 under $50,000",89601
2012,10703,"$50,000 under $75,000",90423
2012,10703,"$75,000 under $100,000",81644
2012,10704,"$1 under $25,000",63932
2012,10704,"$100,000 under $200,000",296282
2012,10704,"$200,000 or more",115316
2012,10704,"$25,000 under $50,000",144916
2012,10704,"$50,000 under $75,000",174481
2012,10704,"$75,000 under $100,000",163434
2012,10705,"$1 under $25,000",99801
2012,10705,"$100,000 under $200,000",171574
2012,10705,"$200,000 or more",109661
2012,10705,"$25,000 under $50,000",159175
2012,10705,"$50,000 under $75,000",131720
2012,10705,"$75,000 under $100,000",96550
2012,10706,"$1 under $25,000",10564
2012,10706,"$100,000 under $200,000",130502
2012,10706,"$200,000 or more",453134
2012,10706,"$25,000 under $50,000",22335
2012,10706,"$50,000 under $75,000",30748
2012,10706,"$75,000 under $100,000",37099
2012,10707,"$1 under $25,000",14907
2012,10707,"$100,000 under $200,000",141308
2012,10707,"$200,000 or more",244814
2012,10707,"$25,000 under $50,000",30519
2012,10707,"$50,000 under $75,000",44570
2012,10707,"$75,000 under $100,000",44857
2012,10708,"$1 under $25,000",25918
2012,10708,"$100,000 under $200,000",305054
2012,10708,"$200,000 or more",2493651
2012,10708,"$25,000 under $50,000",61357
2012,10708,"$50,000 under $75,000",103103
2012,10708,"$75,000 under $100,000",110262
2012,10709,"$1 under $25,000",12219
2012,10709,"$100,000 under $200,000",144999
2012,10709,"$200,000 or more",330231
2012,10709,"$25,000 under $50,000",26739
2012,10709,"$50,000 under $75,000",37174
2012,10709,"$75,000 under $100,000",40938
2012,10710,"$1 under $25,000",45152
2012,10710,"$100,000 under $200,000",353420
2012,10710,"$200,000 or more",212587
2012,10710,"$25,000 under $50,000",106565
2012,10710,"$50,000 under $75,000",137031
2012,10710,"$75,000 under $100,000",144935
2012,10801,"$1 under $25,000",87205
2012,10801,"$100,000 under $200,000",281828
2012,10801,"$200,000 or more",292399
2012,10801,"$25,000 under $50,000",150023
2012,10801,"$50,000 under $75,000",147486
2012,10801,"$75,000 under $100,000",127951
2012,10803,"$1 under $25,000",14926
2012,10803,"$100,000 under $200,000",145528
2012,10803,"$200,000 or more",1026230
2012,10803,"$25,000 under $50,000",30539
2012,10803,"$50,000 under $75,000",38759
2012,10803,"$75,000 under $100,000",40507
2012,10804,"$1 under $25,000",14999
2012,10804,"$100,000 under $200,000",217402
2012,10804,"$200,000 or more",1267052
2012,10804,"$25,000 under $50,000",28775
2012,10804,"$50,000 under $75,000",37348
2012,10804,"$75,000 under $100,000",51491
2012,10805,"$1 under $25,000",37702
2012,10805,"$100,000 under $200,000",134219
2012,10805,"$200,000 or more",141829
2012,10805,"$25,000 under $50,000",78350
2012,10805,"$50,000 under $75,000",97460
2012,10805,"$75,000 under $100,000",85785
2012,10901,"$1 under $25,000",38899
2012,10901,"$100,000 under $200,000",327684
2012,10901,"$200,000 or more",574941
2012,10901,"$25,000 under $50,000",72328
2012,10901,"$50,000 under $75,000",88203
2012,10901,"$75,000 under $100,000",96220
2012,10913,"$1 under $25,000",6793
2012,10913,"$100,000 under $200,000",83638
2012,10913,"$200,000 or more",187926
2012,10913,"$25,000 under $50,000",13184
2012,10913,"$50,000 under $75,000",17421
2012,10913,"$75,000 under $100,000",24778
2012,10916,"$1 under $25,000",6642
2012,10916,"$100,000 under $200,000",69781
2012,10916,"$200,000 or more",67292
2012,10916,"$25,000 under $50,000",13013
2012,10916,"$50,000 under $75,000",14975
2012,10916,"$75,000 under $100,000",20214
2012,10917,"$1 under $25,000",3643
2012,10917,"$100,000 under $200,000",29658
2012,10917,"$200,000 or more",29469
2012,10917,"$25,000 under $50,000",6488
2012,10917,"$50,000 under $75,000",7216
2012,10917,"$75,000 under $100,000",7540
2012,10918,"$1 under $25,000",17184
2012,10918,"$100,000 under $200,000",157955
2012,10918,"$200,000 or more",103882
2012,10918,"$25,000 under $50,000",35057
2012,10918,"$50,000 under $75,000",45706
2012,10918,"$75,000 under $100,000",52141
2012,10919,"$1 under $25,000",2323
2012,10919,"$100,000 under $200,000",14367
2012,10919,"$200,000 or more",8337
2012,10919,"$25,000 under $50,000",4352
2012,10919,"$50,000 under $75,000",5587
2012,10919,"$75,000 under $100,000",5343
2012,10920,"$1 under $25,000",13737
2012,10920,"$100,000 under $200,000",145959
2012,10920,"$200,000 or more",89517
2012,10920,"$25,000 under $50,000",25436
2012,10920,"$50,000 under $75,000",35011
2012,10920,"$75,000 under $100,000",42374
2012,10921,"$1 under $25,000",7817
2012,10921,"$100,000 under $200,000",60163
2012,10921,"$200,000 or more",32276
2012,10921,"$25,000 under $50,000",13133
2012,10921,"$50,000 under $75,000",17578
2012,10921,"$75,000 under $100,000",22333
2012,10923,"$1 under $25,000",19585
2012,10923,"$100,000 under $200,000",96644
2012,10923,"$200,000 or more",41218
2012,10923,"$25,000 under $50,000",39055
2012,10923,"$50,000 under $75,000",42888
2012,10923,"$75,000 under $100,000",40655
2012,10924,"$1 under $25,000",20350
2012,10924,"$100,000 under $200,000",165674
2012,10924,"$200,000 or more",181055
2012,10924,"$25,000 under $50,000",37050
2012,10924,"$50,000 under $75,000",46315
2012,10924,"$75,000 under $100,000",51856
2012,10925,"$1 under $25,000",9454
2012,10925,"$100,000 under $200,000",60343
2012,10925,"$200,000 or more",19847
2012,10925,"$25,000 under $50,000",18230
2012,10925,"$50,000 under $75,000",26992
2012,10925,"$75,000 under $100,000",28099
2012,10926,"$1 under $25,000",6763
2012,10926,"$100,000 under $200,000",43655
2012,10926,"$200,000 or more",25942
2012,10926,"$25,000 under $50,000",15044
2012,10926,"$50,000 under $75,000",18879
2012,10926,"$75,000 under $100,000",20040
2012,10927,"$1 under $25,000",39234
2012,10927,"$100,000 under $200,000",46069
2012,10927,"$200,000 or more",46689
2012,10927,"$25,000 under $50,000",53064
2012,10927,"$50,000 under $75,000",34266
2012,10927,"$75,000 under $100,000",25496
2012,10928,"$1 under $25,000",9113
2012,10928,"$100,000 under $200,000",33570
2012,10928,"$200,000 or more",10653
2012,10928,"$25,000 under $50,000",21309
2012,10928,"$50,000 under $75,000",22246
2012,10928,"$75,000 under $100,000",19857
2012,10930,"$1 under $25,000",13152
2012,10930,"$100,000 under $200,000",154947
2012,10930,"$200,000 or more",99810
2012,10930,"$25,000 under $50,000",23104
2012,10930,"$50,000 under $75,000",30591
2012,10930,"$75,000 under $100,000",43033
2012,10931,"$1 under $25,000",1975
2012,10931,"$100,000 under $200,000",8824
2012,10931,"$200,000 or more",0
2012,10931,"$25,000 under $50,000",4719
2012,10931,"$50,000 under $75,000",4384
2012,10931,"$75,000 under $100,000",5132
2012,10940,"$1 under $25,000",112796
2012,10940,"$100,000 under $200,000",339062
2012,10940,"$200,000 or more",103192
2012,10940,"$25,000 under $50,000",194548
2012,10940,"$50,000 under $75,000",189403
2012,10940,"$75,000 under $100,000",181625
2012,10941,"$1 under $25,000",27070
2012,10941,"$100,000 under $200,000",129609
2012,10941,"$200,000 or more",43169
2012,10941,"$25,000 under $50,000",59251
2012,10941,"$50,000 under $75,000",63705
2012,10941,"$75,000 under $100,000",63688
2012,10950,"$1 under $25,000",82404
2012,10950,"$100,000 under $200,000",409930
2012,10950,"$200,000 or more",261177
2012,10950,"$25,000 under $50,000",97502
2012,10950,"$50,000 under $75,000",111313
2012,10950,"$75,000 under $100,000",136202
2012,10952,"$1 under $25,000",71102
2012,10952,"$100,000 under $200,000",203670
2012,10952,"$200,000 or more",535596
2012,10952,"$25,000 under $50,000",78719
2012,10952,"$50,000 under $75,000",67337
2012,10952,"$75,000 under $100,000",70685
2012,10954,"$1 under $25,000",41057
2012,10954,"$100,000 under $200,000",352123
2012,10954,"$200,000 or more",243312
2012,10954,"$25,000 under $50,000",83300
2012,10954,"$50,000 under $75,000",101869
2012,10954,"$75,000 under $100,000",113141
2012,10956,"$1 under $25,000",46025
2012,10956,"$100,000 under $200,000",569395
2012,10956,"$200,000 or more",798201
2012,10956,"$25,000 under $50,000",83136
2012,10956,"$50,000 under $75,000",105486
2012,10956,"$75,000 under $100,000",134320
2012,10958,"$1 under $25,000",6275
2012,10958,"$100,000 under $200,000",42418
2012,10958,"$200,000 or more",16495
2012,10958,"$25,000 under $50,000",10456
2012,10958,"$50,000 under $75,000",13676
2012,10958,"$75,000 under $100,000",15292
2012,10960,"$1 under $25,000",30170
2012,10960,"$100,000 under $200,000",170788
2012,10960,"$200,000 or more",353461
2012,10960,"$25,000 under $50,000",53784
2012,10960,"$50,000 under $75,000",63446
2012,10960,"$75,000 under $100,000",66229
2012,10962,"$1 under $25,000",7342
2012,10962,"$100,000 under $200,000",82080
2012,10962,"$200,000 or more",101524
2012,10962,"$25,000 under $50,000",15544
2012,10962,"$50,000 under $75,000",19049
2012,10962,"$75,000 under $100,000",20812
2012,10963,"$1 under $25,000",4774
2012,10963,"$100,000 under $200,000",29915
2012,10963,"$200,000 or more",6457
2012,10963,"$25,000 under $50,000",8833
2012,10963,"$50,000 under $75,000",11174
2012,10963,"$75,000 under $100,000",11651
2012,10964,"$1 under $25,000",1974
2012,10964,"$100,000 under $200,000",21869
2012,10964,"$200,000 or more",105987
2012,10964,"$25,000 under $50,000",3845
2012,10964,"$50,000 under $75,000",5419
2012,10964,"$75,000 under $100,000",5474
2012,10965,"$1 under $25,000",21708
2012,10965,"$100,000 under $200,000",262575
2012,10965,"$200,000 or more",217991
2012,10965,"$25,000 under $50,000",42330
2012,10965,"$50,000 under $75,000",60388
2012,10965,"$75,000 under $100,000",67872
2012,10968,"$1 under $25,000",3099
2012,10968,"$100,000 under $200,000",38460
2012,10968,"$200,000 or more",124715
2012,10968,"$25,000 under $50,000",7689
