the_geom,UNITID,LATITUDE,LONGITUDE,POINT_X,POINT_Y
POINT (-73.84463692270873 40.887967892937255),CB210572,40.88796789,-73.84463692,1027207.7178,262826.675707
POINT (-73.91261689039855 40.887065765721026),CB208140,40.88706576,-73.91261689,1008411.66895,262471.950537
POINT (-73.98038234787276 40.68108991714995),CB306233,40.68108991,-73.98038234,989691.141746,187416.450871
POINT (-73.86915814107955 40.67907231329185),CB323578,40.67907231,-73.86915814,1020541.31406,186707.874113
POINT (-73.9322969272496 40.590314868759336),CB314169,40.59031486,-73.93229692,1003053.64794,154351.307085
POINT (-73.99583560134248 40.577600122734516),CB329618,40.57760012,-73.9958356,985406.82786,149711.767444
POINT (-73.95232757597793 40.73329809184007),CB322487,40.73329809,-73.95232757,997462.046329,206440.445813
POINT (-73.92380742094127 40.61688349019656),CB302516,40.61688349,-73.92380742,1005403.07794,164032.873019
POINT (-73.91056119752218 40.877277347370246),CB220339,40.87727734,-73.91056119,1008983.71475,258906.212787
POINT (-73.81287442116759 40.8172956362713),CB215063,40.81729563,-73.81287442,1036045.00606,237095.301161
POINT (-73.99968210723024 40.58085375413675),CB329664,40.58085375,-73.9996821,984338.303075,150897.118963
POINT (-73.94336224793243 40.623866802161395),CB303140,40.6238668,-73.94336224,999972.495949,166572.961048
POINT (-74.00674144397502 40.672896820552374),CB305680,40.67289682,-74.00674144,982379.966857,184430.933373
POINT (-73.88655744585847 40.827552392990796),CB203765,40.82755239,-73.88655744,1015645.25373,240797.216665
POINT (-73.87509634311202 40.67999516125675),CB335151,40.67999516,-73.87509634,1018893.76997,187041.689461
POINT (-73.95045730957314 40.61018472243935),CB312620,40.61018472,-73.9504573,998005.7443,161587.027383
POINT (-73.96149692834322 40.67131403929503),CB330045,40.67131403,-73.96149692,994930.75697,183856.556472
POINT (-73.7279476353245 40.68951936941102),CB447018,40.68951936,-73.72794763,1059696.64253,190604.09424
POINT (-73.89967895735509 40.63570344385467),CB301150,40.63570344,-73.89967895,1012093.9233,170896.227268
POINT (-73.76801436383067 40.7033084120839),CB456149,40.70330841,-73.76801436,1048571.90193,195595.864736
POINT (-73.94534477162328 40.64709837179462),CB333795,40.64709837,-73.94534477,999416.871461,175036.496751
POINT (-73.9392212763817 40.6256651283205),CB302600,40.62566512,-73.93922127,1001121.5643,167228.909233
POINT (-73.95856621737786 40.80998644429308),CB103156,40.80998644,-73.95856621,995719.839115,234379.691423
POINT (-73.99175897404 40.60058178219382),CB350392,40.60058178,-73.99175897,986538.4861,158084.6461
POINT (-74.1397624077765 40.61331179662293),CB501100,40.61331179,-74.1397624,945446.189417,162753.368047
POINT (-73.93754382937219 40.61408719547205),CB303229,40.61408719,-73.93754382,1001590.21421,163011.091779
POINT (-73.98877121537433 40.6964431714919),CB318166,40.69644317,-73.98877121,987363.692821,193009.68043
POINT (-73.96088657348234 40.622860520471946),CB326664,40.62286052,-73.96088657,995107.9518,166203.687223
POINT (-73.93922478888886 40.63445832076512),CB334798,40.63445832,-73.93922478,1001118.36661,170432.502898
POINT (-73.9571399756295 40.587719964189574),CB313712,40.58771996,-73.95713997,996154.27758,153401.563647
POINT (-73.99825755499529 40.68666957803888),CB305036,40.68666957,-73.99825755,984733.243219,189448.678688
POINT (-73.96073840592369 40.659986021267066),CB332621,40.65998602,-73.9607384,995143.020985,179729.533889
POINT (-73.91665849758165 40.87945986794635),CB207554,40.87945986,-73.91665849,1007296.79038,259699.728726
POINT (-73.85132226355898 40.83257756068352),CB201199,40.83257756,-73.85132226,1025393.48303,242642.657029
POINT (-73.94008739903565 40.591821175109864),CB313176,40.59182117,-73.94008739,1000889.57069,154898.516375
POINT (-73.96288648133537 40.61776079730112),CB326590,40.61776079,-73.96288648,994553.561315,164345.482151
POINT (-73.81661900568581 40.82065483538113),CB215002,40.82065483,-73.816619,1035005.97161,238316.984039
POINT (-73.9674019771125 40.791144643826996),CB105656,40.79114464,-73.96740197,993276.449144,227513.930869
POINT (-73.98624487432026 40.743484199584685),CB107303,40.74348419,-73.98624487,988061.544935,210148.271024
POINT (-74.01056114397319 40.70333832334956),CB108885,40.70333832,-74.01056114,981321.743897,195521.766151
POINT (-74.00384387750327 40.67873527689233),CB305632,40.67873527,-74.00384387,983183.82653,186558.001726
POINT (-73.87629186007949 40.68134346714223),CB323658,40.68134346,-73.87629186,1018561.48315,187532.445235
POINT (-73.92869830617677 40.83967294895542),CB205875,40.83967294,-73.9286983,1003979.16954,245200.88373
POINT (-74.0162397974918 40.64965417484777),CB308024,40.64965417,-74.01623979,979743.614998,175963.332214
POINT (-73.9485466100592 40.77819569516047),CB104262,40.77819569,-73.94854661,998500.303596,222798.693096
POINT (-73.96196581409622 40.587063519239756),CB327555,40.58706351,-73.96196581,994814.015452,153161.785337
POINT (-73.95522822227096 40.82353234729454),CB103123,40.82353234,-73.95522822,996641.351604,239315.404914
POINT (-73.9309368960767 40.59614585090924),CB313925,40.59614585,-73.93093689,1003429.70389,156475.976119
POINT (-73.95033030235007 40.70567056751151),CB319664,40.70567056,-73.9503303,998021.282719,196375.200357
POINT (-74.00266077045056 40.60391998296204),CB330991,40.60391998,-74.00266077,983511.156147,159300.741985
POINT (-73.8813313852725 40.87812022207398),CB206995,40.87812022,-73.88133138,1017066.60751,259222.907167
POINT (-73.99036329293403 40.74607734684267),CB107363,40.74607734,-73.99036329,986920.227279,211092.88497
POINT (-73.94227946075758 40.837922166270765),CB102455,40.83792216,-73.94227946,1000221.68667,244560.2409
POINT (-73.95360301966693 40.58536601134572),CB312878,40.58536601,-73.95360301,997137.113471,152544.46003
POINT (-73.8694639769606 40.670011340484095),CB323979,40.67001134,-73.86946397,1020461.40449,183406.579821
POINT (-73.88424701069133 40.85074828115924),CB208975,40.85074828,-73.88424701,1016273.49926,249249.173467
POINT (-73.98285994115103 40.735361778386014),CB108360,40.73536177,-73.98285994,989000.088753,207189.181201
POINT (-73.99844160959034 40.59722850158265),CB330298,40.5972285,-73.9984416,984682.777875,156862.856364
POINT (-73.96885830804469 40.629168532768574),CB326851,40.62916853,-73.9688583,992894.168235,168500.976197
POINT (-73.92881423975142 40.81115035256093),CB203814,40.81115035,-73.92881423,1003955.5356,234809.038813
POINT (-73.92326181365455 40.58960420903327),CB313271,40.5896042,-73.92326181,1005563.25937,154094.46485
POINT (-73.8831715501276 40.828201882407704),CB200770,40.82820188,-73.88317155,1016581.98496,241035.080875
POINT (-73.91912462843399 40.84604726505656),CB206047,40.84604726,-73.91912462,1006626.06001,247525.586417
POINT (-73.96102985175892 40.66412258740912),CB331371,40.66412258,-73.96102985,995061.489747,181236.564691
POINT (-73.99394778960172 40.59611455673405),CB328764,40.59611455,-73.99394778,985930.776903,156457.072133
POINT (-73.76464480307354 40.704037417969445),CB452117,40.70403741,-73.7646448,1049505.45316,195863.954554
POINT (-73.92746844709245 40.62345271935253),CB304903,40.62345271,-73.92746844,1004384.69859,166425.352706
POINT (-73.81101030176428 40.589384951724995),CB405803,40.58938495,-73.8110103,1036740.12614,154061.871586
POINT (-73.8446856908621 40.723715372142976),CB480917,40.72371537,-73.84468569,1027300.33807,202983.732875
POINT (-73.93558125119004 40.697009596831876),CB315491,40.69700959,-73.93558125,1002112.88361,193222.41453
POINT (-73.7969714842791 40.68996856800811),CB480013,40.68996,-73.7969,1040554.3353,190715.842
POINT (-73.95863906176434 40.7211122733743),CB317856,40.72111227,-73.95863906,995714.962942,201999.885336
POINT (-74.09645148799336 40.58500883832863),CB509284,40.58500883,-74.09645148,957459.727942,152425.669137
POINT (-73.83741265431601 40.701539026943124),CB482415,40.70153902,-73.83741265,1029331.28718,194907.889531
POINT (-73.91846267293332 40.631971504375755),CB300304,40.6319715,-73.91846267,1006881.80445,169531.170306
POINT (-73.94297092035472 40.69388133195024),CB315424,40.69388133,-73.94297092,1000064.52063,192081.274989
POINT (-73.86801361444333 40.678671104757576),CB323583,40.6786711,-73.86801361,1020858.98889,186562.178708
POINT (-73.95740969556188 40.80688517744181),CB103197,40.80688517,-73.95740969,996040.540742,233249.943587
POINT (-73.98496990229553 40.78183155462011),CB105083,40.78183155,-73.9849699,988412.442368,224119.53156
POINT (-73.90542597217676 40.659933350492004),CB332938,40.65993335,-73.90542597,1010489.3197,179722.067942
POINT (-73.96167509375505 40.764429852573315),CB104545,40.76442985,-73.96167509,994866.491289,217781.474676
POINT (-73.95055962335944 40.79229945846543),CB100021,40.79229945,-73.95055962,997939.888153,227936.853531
POINT (-73.96047263411428 40.652600041611045),CB325435,40.65260004,-73.96047263,995217.972894,177038.649601
POINT (-73.92397040005892 40.608800357778286),CB305257,40.60880035,-73.9239704,1005360.38657,161087.938833
POINT (-73.9544983132582 40.7841202792617),CB103844,40.78412027,-73.95449831,996850.825144,224956.307432
POINT (-73.8053553842097 40.811534738945824),CB215105,40.81153473,-73.80535538,1038130.88155,235000.940391
POINT (-73.79043635033274 40.85737365202097),CB213272,40.85737365,-73.79043635,1042220.75763,251711.234592
POINT (-73.98808937916634 40.603863091762456),CB350373,40.60386309,-73.98808937,987557.349244,159280.228674
POINT (-73.98498200275942 40.67732680087304),CB306746,40.6773268,-73.984982,988415.618877,186045.18711
POINT (-73.94543136802149 40.65977047273015),CB331690,40.65977047,-73.94543136,999389.964854,179653.278128
POINT (-73.86902445689917 40.68639859240776),CB323493,40.68639859,-73.86902445,1020574.40279,189377.102125
POINT (-73.88804545469259 40.66733800735276),CB324710,40.667338,-73.88804545,1015308.04906,182425.475026
POINT (-73.91315586487858 40.66037984793879),CB332993,40.66037984,-73.91315586,1008344.52036,179882.518523
POINT (-73.95415279788172 40.719239422958026),CB319712,40.71923942,-73.95415279,996958.880914,201318.167455
POINT (-73.98747483729167 40.67906038110549),CB350172,40.67906038,-73.98747483,987724.078337,186676.671547
POINT (-73.95524267578449 40.613494951108386),CB326434,40.61349495,-73.95524267,996676.450358,162792.31456
POINT (-74.01290699162945 40.70249080094898),CB110411,40.7024908,-74.01290699,980671.272354,195213.075558
POINT (-73.91539254960536 40.654424146997144),CB333031,40.65442414,-73.91539254,1007726.05814,177712.084531
POINT (-73.86310979069901 40.85065346718014),CB210869,40.85065346,-73.86310979,1022121.24018,249223.061976
POINT (-73.85156019226822 40.830305630875884),CB203007,40.83030563,-73.85156019,1025329.04389,241814.798804
POINT (-73.83923170629173 40.89112167799901),CB213825,40.89112167,-73.8392317,1028700.1436,263978.422546
POINT (-73.74457957769636 40.69621463189647),CB447136,40.69621463,-73.74457957,1055077.1071,193029.4778
POINT (-73.96600093685139 40.688239194583026),CB328957,40.68823919,-73.96600093,993678.951162,190022.360822
POINT (-74.1497519032076 40.60746875487343),CB510680,40.60746875,-74.1497519,942669.056742,160629.18237
POINT (-73.98967613367917 40.69047924727939),CB319623,40.69047924,-73.98967613,987113.018968,190836.816385
POINT (-73.9807503020255 40.67576693599829),CB307011,40.67576693,-73.9807503,989589.512334,185477.113168
POINT (-73.92864024285271 40.6254347290639),CB304439,40.62543472,-73.92864024,1004058.8209,167147.184048
POINT (-73.9447687677951 40.6096734843522),CB312999,40.60967348,-73.94476876,999585.309997,161401.71468
POINT (-73.79604531377275 40.670991663996745),CB480172,40.67099166,-73.79604531,1040827.2802,183802.623815
POINT (-73.88684231211172 40.85650758348305),CB209452,40.85650758,-73.88684231,1015552.78923,251346.567554
POINT (-74.09093190175646 40.635337687579906),CB501408,40.63533768,-74.0909319,959011.876433,170760.127745
POINT (-73.93567353495735 40.79186338419144),CB100404,40.79186338,-73.93567353,1002061.91629,227780.653272
POINT (-73.8890015461539 40.66705728347791),CB324717,40.66705728,-73.88900154,1015042.9432,182322.861905
POINT (-73.91186046163902 40.803630114004875),CB204090,40.80363011,-73.91186046,1008651.41047,232073.419144
POINT (-73.75880173232144 40.708885790498684),CB453824,40.70888579,-73.75880173,1051120.65685,197634.762452
POINT (-73.99224738375422 40.673863467034344),CB307057,40.67386346,-73.99224738,986400.494566,184783.133494
POINT (-73.95829711136298 40.6362514036076),CB328141,40.6362514,-73.95829711,995824.468084,171082.674788
POINT (-73.89099869834988 40.85722221548595),CB208493,40.85722221,-73.89099869,1014402.68547,251605.477326
POINT (-73.9709830892836 40.64638843924468),CB310235,40.64638843,-73.97098308,992302.302959,174774.450983
POINT (-74.00579659496118 40.75074660791037),CB106377,40.7507466,-74.00579659,982643.938832,212793.953106
POINT (-73.88755059183148 40.661765094016744),CB324345,40.66176509,-73.88755059,1015447.9386,180395.283313
POINT (-73.86006247173437 40.821677811644946),CB202331,40.82167781,-73.86006247,1022981.15756,238667.500329
POINT (-73.89975309697874 40.76701891670668),CB461666,40.76701891,-73.89975309,1012018.59514,218738.323174
POINT (-73.87617279679715 40.824169936677805),CB201473,40.82416993,-73.87617279,1018520.94804,239568.75795
POINT (-73.90781828056575 40.80354815584239),CB204224,40.80354815,-73.90781828,1009770.51842,232044.710659
POINT (-73.87559999848077 40.663071675190054),CB325349,40.66307167,-73.87559999,1018762.83044,180875.789417
POINT (-73.93898423061557 40.84939018707359),CB102410,40.84939018,-73.93898423,1001130.58998,248739.089023
POINT (-73.99432478971825 40.643801958247415),CB311024,40.64380195,-73.99432478,985824.953512,173830.842633
POINT (-73.90084624530665 40.90537017625228),CB207964,40.90537017,-73.90084624,1011658.73443,269144.459561
POINT (-73.96606689121043 40.58877750133833),CB326209,40.5887775,-73.96606689,993674.697346,153785.764245
POINT (-74.00810155705034 40.65096202587767),CB307255,40.65096202,-74.00810155,982001.941161,176439.504642
POINT (-73.90248906491894 40.85393872694803),CB206438,40.85393872,-73.90248906,1011225.47478,250405.430468
POINT (-73.90411563053223 40.86005206745348),CB206945,40.86005206,-73.90411563,1010773.06295,252632.257439
POINT (-73.88703139638683 40.67064384247804),CB322635,40.67064384,-73.88703139,1015587.81231,183630.244621
POINT (-73.97186744984757 40.794846901389576),CB105514,40.7948469,-73.97186745,992039.5188,228862.3626
POINT (-74.14701590783052 40.536673304468344),CB504398,40.5366733,-74.1470159,943385.459637,134835.401529
POINT (-73.98175348974813 40.62055865295465),CB311325,40.62055865,-73.98175348,989315.436207,165363.159518
POINT (-73.95523108068294 40.769050892341205),CB104496,40.76905089,-73.95523108,996650.70511,219465.918936
POINT (-73.82976779862433 40.831929901039544),CB215380,40.8319299,-73.82976779,1031358.68609,242417.548912
POINT (-73.9225607434412 40.83574636064342),CB204645,40.83574636,-73.92256074,1005678.69657,243771.723835
POINT (-73.92620063808869 40.6655177049036),CB333064,40.6655177,-73.92620063,1004723.72981,181751.064768
POINT (-74.00442022057774 40.68635907053998),CB305749,40.68635907,-74.00442022,983024.106803,189335.577943
POINT (-74.01041226194724 40.617544881559496),CB309343,40.61754488,-74.01041226,981359.30856,164264.807498
POINT (-74.01150638222678 40.70435216484621),CB110087,40.70435216,-74.01150638,981059.709072,195891.171991
POINT (-73.95003000465485 40.71763353504921),CB319953,40.71763353,-73.95003,998102.056093,200733.718533
POINT (-73.96727235194122 40.576279044819685),CB328692,40.57627904,-73.96727235,993341.589803,149232.136783
POINT (-73.96163731317284 40.814624153266564),CB112701,40.81462415,-73.96163731,994868.948117,236068.986942
POINT (-73.82551975430735 40.87922756017892),CB212300,40.87922756,-73.82551975,1032499.92994,259652.179353
POINT (-73.86735551682952 40.89892293506049),CB209929,40.89892293,-73.86735551,1020920.01311,266807.713942
POINT (-73.94719582148453 40.64701860443666),CB334513,40.6470186,-73.94719582,998903.221217,175007.120275
POINT (-73.99853275742349 40.73223868952138),CB111020,40.73223868,-73.99853275,984656.641471,206050.880564
POINT (-73.95256167627818 40.72522072466089),CB319754,40.72522072,-73.95256167,997398.760865,203497.574507
POINT (-74.02127976161468 40.62581411530707),CB308631,40.62581411,-74.02127976,978342.964284,167278.053496
POINT (-73.85765110859273 40.880318776705565),CB208607,40.88031877,-73.8576511,1023613.842,260033.683772
POINT (-73.95933353885081 40.593221935313515),CB312153,40.59322193,-73.95933353,995544.089697,155405.780075
POINT (-73.769241964214 40.73061408742005),CB440577,40.73061408,-73.76924196,1048205.32312,205543.222915
POINT (-74.0003164937816 40.59581518158),CB330864,40.59581518,-74.00031649,984162.1052,156347.9442
POINT (-73.99181762819029 40.57350302077023),CB327319,40.57350611,-73.99182481,986521.123191,148220.298809
POINT (-73.93054670825565 40.80824962383692),CB203826,40.80824962,-73.9305467,1003476.79435,233751.815628
POINT (-73.93072753036232 40.70644059210057),CB320581,40.70644059,-73.93072753,1003456.07009,196659.433255
POINT (-73.88305443206477 40.6492149672005),CB325788,40.64921496,-73.88305443,1016701.45572,175824.56096
POINT (-73.98486404738335 40.72164403505976),CB109598,40.72164403,-73.98486404,988445.546928,202191.278179
POINT (-73.86648632009059 40.66916174312979),CB325097,40.66916174,-73.86648632,1021287.89391,183098.292723
POINT (-73.93797080938948 40.806208944063165),CB100927,40.80620894,-73.9379708,1001422.10303,233006.781549
POINT (-73.89771720601583 40.6560119785271),CB324844,40.65601197,-73.8977172,1012629.76417,178295.807021
POINT (-73.93146157130045 40.83091450304881),CB204333,40.8309145,-73.93146157,1003217.0713,242009.247782
POINT (-73.86692366911872 40.88040055790778),CB209222,40.88040055,-73.86692366,1021049.65088,260059.448811
POINT (-73.91065082779204 40.79839099826717),CB204240,40.79839099,-73.91065082,1008988.24424,230164.965959
POINT (-73.98717180850647 40.66203194651686),CB306300,40.66203194,-73.9871718,987809.037307,180472.741179
POINT (-73.96333108589526 40.68187846807091),CB317708,40.68187846,-73.96333108,994420.350289,187705.262151
POINT (-73.88782278540388 40.63800627053672),CB300851,40.63800627,-73.88782278,1015383.50622,171739.199928
POINT (-74.10230769450936 40.588649303370445),CB511350,40.5886493,-74.10230769,955834.663412,153753.826633
POINT (-73.94666768141876 40.69797731743053),CB315410,40.69797731,-73.94666768,999038.477194,193572.917548
POINT (-73.96571802506003 40.597873097698816),CB311821,40.59787309,-73.96571802,993770.295746,157099.558283
POINT (-73.90755295100365 40.63369823169226),CB302067,40.63369823,-73.90755295,1009909.28245,170163.270347
POINT (-73.94232665190538 40.84224635549127),CB101536,40.84224635,-73.94232665,1000207.59134,246135.695739
POINT (-73.96965599341675 40.784606167551004),CB105366,40.78460616,-73.96965599,992653.133338,225131.515751
POINT (-73.8025689557052 40.683961579917025),CB460559,40.68396157,-73.80256895,1039006.96692,188523.778513
POINT (-73.97453952483392 40.7468159111514),CB108964,40.74681591,-73.97453952,991304.744023,211362.846049
POINT (-73.89683649551404 40.831894602274026),CB203276,40.8318946,-73.89683649,1012798.66255,242375.724845
POINT (-74.00534150714265 40.720868684194784),CB111122,40.72086868,-74.0053415,982769.366097,201908.476723
POINT (-73.96604608566682 40.68448751677194),CB318611,40.68448751,-73.96604608,993666.959918,188655.510599
POINT (-73.91531336057378 40.823888313652056),CB202556,40.82388831,-73.91531336,1007688.34097,239453.259515
POINT (-73.97525948014284 40.74938724033149),CB109456,40.74938724,-73.97525948,991104.989766,212299.606617
POINT (-73.95735976908145 40.663429587011066),CB331357,40.66342958,-73.95735976,996079.803672,180984.559512
POINT (-73.98552570526235 40.575251571416935),CB327157,40.57525,-73.9855,988270.9543,148856.4366
POINT (-74.09453262375247 40.574706754012425),CB511509,40.57470675,-74.09453262,957988.659094,148671.784203
POINT (-73.99873407483673 40.62533487232871),CB309421,40.62533487,-73.99873407,984601.409852,167102.737609
POINT (-73.98956326095457 40.57393768916939),CB327022,40.57393768,-73.98956326,987149.379664,148377.59733
POINT (-73.96631804167916 40.80497850309491),CB103312,40.8049785,-73.96631804,993574.654675,232554.201152
POINT (-73.98214425304114 40.67403693588513),CB306370,40.67403693,-73.98214425,989202.984361,184846.742826
POINT (-73.90111952351445 40.89119065054108),CB208334,40.89119065,-73.90111952,1011589.0247,263978.192276
POINT (-73.96911886349386 40.584079902407716),CB329244,40.5840799,-73.96911886,992827.635482,152073.997309
POINT (-73.96342817429223 40.652549988379555),CB325477,40.65254998,-73.96342817,994397.883296,177020.057608
POINT (-73.93466519198746 40.81731052055744),CB101339,40.81731052,-73.93466519,1002334.21009,237052.145768
POINT (-73.86998373556342 40.83097048713123),CB201258,40.83097048,-73.86998373,1020230.18038,242048.926547
POINT (-73.9651513292236 40.679506273940646),CB315353,40.67950627,-73.96515132,993915.838414,186840.79736
POINT (-74.16073475511756 40.54749811004763),CB506725,40.5474981,-74.16073475,939579.409463,138785.826958
POINT (-73.92818449953276 40.84985314373307),CB102496,40.84985314,-73.92818449,1004118.29888,248910.026996
POINT (-73.9473810529377 40.61445977753483),CB326924,40.61445977,-73.94738105,998858.944744,163145.039249
POINT (-73.72835862476732 40.664666674270244),CB445246,40.66466667,-73.72835862,1059610.744,181549.2339
POINT (-74.08741154693813 40.61599847460433),CB550618,40.61599847,-74.08741154,959981.918745,163713.347419
POINT (-73.9399348831289 40.58396600252249),CB314932,40.583966,-73.93993488,1000933.8914,152036.708782
POINT (-73.96601447397963 40.708125554306115),CB321513,40.70812555,-73.96601447,993672.386036,197267.549411
POINT (-73.95994361218897 40.656350444513414),CB331713,40.65635044,-73.95994361,995364.140015,178405.091905
POINT (-73.99078513794859 40.77097957231498),CB106829,40.77097957,-73.99078513,986802.384239,220165.566639
POINT (-73.91653727726923 40.80805771745167),CB204020,40.80805771,-73.91653727,1007355.09862,233685.282409
POINT (-73.93733039601392 40.69831151582595),CB303988,40.69831151,-73.93733039,1001627.51833,193696.3902
POINT (-73.98756361803687 40.71614070972697),CB109569,40.7161407,-73.98756361,987697.53541,200186.130428
POINT (-73.89979354171382 40.65223612400599),CB300483,40.65223612,-73.89979354,1012055.23034,176919.493629
POINT (-73.90567025797179 40.60747181086666),CB302199,40.60747181,-73.90567025,1010442.12539,160608.856022
POINT (-73.88485570454034 40.847258620752996),CB209185,40.84725862,-73.8848557,1016106.77319,247977.537007
POINT (-73.99906852865283 40.67592905833678),CB305452,40.67592905,-73.99906852,984508.372356,185535.593706
POINT (-73.96011105315704 40.58451628581229),CB313754,40.58451628,-73.96011105,995329.59889,152233.993405
POINT (-73.91345962915081 40.67832063710994),CB332631,40.67832063,-73.91345962,1008253.78486,186418.770165
POINT (-73.93542075289744 40.621106279840824),CB302570,40.62110627,-73.93542075,1002177.77584,165568.755263
POINT (-73.72835769814704 40.66473984602595),CB445245,40.66473984,-73.72835769,1059610.9184,181575.8931
POINT (-73.80833914697048 40.587798340151295),CB406372,40.58779834,-73.80833914,1037483.27802,153485.442284
POINT (-73.94716319168779 40.821928999475986),CB103390,40.82192899,-73.94716319,998873.838222,238732.490813
POINT (-74.00118950344267 40.67123676260887),CB305962,40.67123676,-74.0011895,983920.031205,183826.057288
POINT (-73.92579346377822 40.66768753685013),CB315521,40.66768753,-73.92579346,1004836.02007,182541.691045
POINT (-73.9012658917293 40.864133577540294),CB206646,40.86413357,-73.90126589,1011559.66732,254120.184487
POINT (-73.95398132588508 40.682871673887895),CB315664,40.68287167,-73.95398132,997013.373762,188068.339654
POINT (-73.97383884555857 40.643244400994774),CB306712,40.6432444,-73.97383884,991510.161886,173628.742374
POINT (-74.00515741264319 40.60609679604395),CB330965,40.60609679,-74.00515741,982817.934104,160093.842088
POINT (-73.90979004463362 40.73620651224583),CB433957,40.73620651,-73.90979004,1009249.90211,207509.35244
POINT (-74.14050718398902 40.604419054934205),CB510821,40.60441905,-74.14050718,945234.21225,159513.846519
POINT (-73.86477287475996 40.82890009693892),CB201839,40.82890009,-73.86477287,1021673.37647,241296.791366
POINT (-73.9471207976085 40.788378120197244),CB100275,40.78837812,-73.94712079,998892.950824,226508.731362
POINT (-73.81693064215021 40.88718910073229),CB212798,40.8871891,-73.81693064,1034869.05624,262557.729537
POINT (-73.91640664121194 40.66152802462698),CB332823,40.66152802,-73.91640664,1007442.20802,180299.953833
POINT (-73.82309456740214 40.839271955601525),CB215521,40.83927195,-73.82309456,1033199.97764,245096.185377
POINT (-73.9184810236758 40.637954458377585),CB300553,40.63795445,-73.91848102,1006874.68239,171710.915894
POINT (-73.86887321251751 40.829582978371946),CB201911,40.82958297,-73.86887321,1020538.25863,241543.864726
POINT (-73.98513584284373 40.71388305769778),CB109965,40.71388305,-73.98513584,988370.687452,199363.703908
POINT (-73.92673426704035 40.69208402050256),CB315191,40.69208402,-73.92673426,1004567.59288,191429.810424
POINT (-73.9985885532609 40.72962652112404),CB110739,40.72962652,-73.99858855,984641.193158,205099.185773
POINT (-73.89392095745487 40.82728892040172),CB200075,40.82728892,-73.89392095,1013607.51737,240698.670629
POINT (-74.01363520416773 40.627815650160294),CB309273,40.62781565,-74.0136352,980465.125731,168006.842981
POINT (-73.9968397574878 40.72060721967847),CB111458,40.72060721,-73.99683975,985126.003835,201813.187755
POINT (-73.91390244919894 40.62687305413421),CB301865,40.62687305,-73.91390244,1008149.38244,167674.880732
POINT (-73.92040536495047 40.80287648485009),CB204045,40.80287648,-73.92040536,1006286.0062,231796.5807
POINT (-73.8892499412531 40.869083594782516),CB207053,40.86908359,-73.88924994,1014880.97457,255927.641791
POINT (-73.81967740389751 40.839100275929205),CB215272,40.83910027,-73.8196774,1034145.63886,245035.564194
POINT (-73.91510765814449 40.77601260992167),CB482704,40.7760126,-73.91510765,1007762.17646,222010.529468
POINT (-73.89970004474844 40.589314864331676),CB335221,40.58931486,-73.89970004,1012107.42189,153995.662235
POINT (-73.97909954699541 40.78179657950186),CB104684,40.78179657,-73.97909954,990038.184435,224107.122385
POINT (-73.90630672999231 40.652076462776684),CB333665,40.65207646,-73.90630672,1010248.01751,176859.32437
POINT (-73.99226796056918 40.575920402694294),CB327347,40.5759204,-73.99226796,986397.936456,149099.871049
POINT (-73.91816453131885 40.69887592738871),CB304723,40.69887592,-73.91816453,1006941.78581,193906.405536
POINT (-73.90106518333587 40.88893466305047),CB220070,40.88893466,-73.90106518,1011604.97732,263156.261919
POINT (-73.8890083092923 40.675467037929266),CB334962,40.67546703,-73.8890083,1015037.18484,185386.769756
POINT (-73.9327138555241 40.85054605771578),CB102971,40.85054605,-73.93271385,1002865.02485,249161.486885
POINT (-73.97818481190362 40.739341371439814),CB108565,40.73934137,-73.97818481,990295.36381,208639.360581
POINT (-74.00299465994324 40.72190145740857),CB110856,40.72190145,-74.00299466,983419.910982,202284.716841
POINT (-73.85284804244674 40.85503641375919),CB211725,40.85503641,-73.85284804,1024957.50998,250824.537269
POINT (-73.87227916273899 40.836732560478936),CB201289,40.83673256,-73.87227916,1019591.89263,244147.32623
POINT (-73.9271818140436 40.68810432387848),CB350587,40.6881,-73.9271,1004444.6873,189979.7874
POINT (-73.94404232513737 40.678102884613665),CB317615,40.67810288,-73.94404232,999771.085568,186332.537145
POINT (-73.82776556297513 40.88045535539425),CB212308,40.88045535,-73.82776556,1031878.00599,260098.284264
POINT (-73.90439560314299 40.86127774987604),CB206937,40.86127774,-73.9043956,1010695.13105,253078.736043
POINT (-74.09090713203128 40.58616627170265),CB509855,40.58616627,-74.09090713,959000.159929,152845.704001
POINT (-73.90889376201902 40.64617542750124),CB301681,40.64617542,-73.90889376,1009532.40391,174708.658864
POINT (-73.99971124897513 40.74331798444159),CB106050,40.74331798,-73.99971124,984330.01314,210087.414449
POINT (-73.97316888837402 40.785280814498236),CB105380,40.78528081,-73.97316888,991680.235823,225376.995153
POINT (-73.86620456728214 40.67202225914568),CB323823,40.67202225,-73.86620456,1021364.46282,184140.57796
POINT (-73.94158627093435 40.70760915174748),CB322097,40.70760915,-73.94158627,1000445.15729,197082.980369
POINT (-73.90619192091255 40.87642635562417),CB207608,40.87642635,-73.90619192,1010192.34119,258597.426734
POINT (-73.94491981000375 40.627098311109705),CB302281,40.62709831,-73.9449198,999539.380427,167750.009593
POINT (-73.91536263747368 40.67771907499924),CB333202,40.67771907,-73.91536263,1007726.15756,186199.088166
POINT (-73.95786393861881 40.731937339744206),CB329194,40.73193733,-73.95786393,995927.924518,205943.894651
