the_geom,UNITID,LATITUDE,LONGITUDE,POINT_X,POINT_Y
POINT (-73.90032813578055 40.889338318277574),CB220062,40.88933831,-73.90032813,1011808.59983,263303.560829
POINT (-73.87670773239684 40.83987726573406),CB209673,40.83987726,-73.87670773,1018364.84231,245291.302579
POINT (-73.8553846875751 40.853870987689774),CB210838,40.85387098,-73.85538468,1024256.48462,250398.75987
POINT (-73.91762186036532 40.68470499693111),CB317121,40.68470499,-73.91762186,1007097.11575,188743.662842
POINT (-73.96337262465357 40.605244528540645),CB312362,40.60524452,-73.96337262,994420.503491,159785.423209
POINT (-73.95486798359178 40.81511090475788),CB102945,40.8151109,-73.95486798,996742.634564,236247.220896
POINT (-73.89715026036397 40.65788748522017),CB324813,40.65788748,-73.89715026,1012786.26874,178979.289991
POINT (-73.98587034170146 40.63769019585668),CB309680,40.63769019,-73.98587034,988171.545074,171604.426841
POINT (-73.87419565146436 40.665358213190515),CB325360,40.66535821,-73.87419565,1019151.24783,181709.395067
POINT (-74.00185952450025 40.68250495201532),CB305006,40.68250495,-74.00185952,983734.254237,187931.385177
POINT (-73.89552952490988 40.64148199641851),CB300581,40.64148199,-73.89552952,1013243.07944,173002.855186
POINT (-73.89764515159109 40.867439310318254),CB206637,40.86743931,-73.89764515,1012559.74944,255325.740583
POINT (-73.87348721056719 40.66572604495308),CB325365,40.66572604,-73.87348721,1019347.59322,181843.689455
POINT (-73.90305617799804 40.61693020517752),CB302744,40.6169302,-73.90305617,1011164.15161,164055.585881
POINT (-73.83643317333272 40.82231071245684),CB215415,40.82231071,-73.83643317,1029520.71027,238909.418353
POINT (-73.90101907316365 40.67633110596867),CB323317,40.6763311,-73.90101907,1011705.25143,185697.581436
POINT (-73.93838714246665 40.62763728242972),CB303673,40.62763728,-73.93838714,1001352.60611,167947.578967
POINT (-73.94295774799292 40.644605420431574),CB333720,40.64460542,-73.94295774,1000079.86394,174128.668882
POINT (-74.01568116481542 40.64367128262369),CB308054,40.64367128,-74.01568116,979898.239924,173783.572424
POINT (-73.88244469026158 40.65177046495418),CB326013,40.65177046,-73.88244469,1016869.40461,176755.824862
POINT (-73.94373154284659 40.6818039652528),CB316512,40.68180396,-73.94373154,999856.421724,187681.002362
POINT (-73.91403178053697 40.63513894478948),CB301363,40.63513894,-73.91403178,1008110.5265,170686.329278
POINT (-73.98037673401257 40.75153617302714),CB107504,40.75153617,-73.98037673,989686.949164,213082.172996
POINT (-73.83332613759357 40.88797400666978),CB211670,40.88797,-73.8333,1030335.1294,262834.6519
POINT (-73.98195528309296 40.77288653717178),CB105400,40.77288653,-73.98195528,989247.983772,220860.71815
POINT (-73.98867544337119 40.592894896889625),CB327048,40.59289489,-73.98867544,987395.127054,155284.213375
POINT (-74.1373310474153 40.55150525316149),CB504158,40.55150525,-74.13733104,946085.93259,140234.65755
POINT (-73.8230425699076 40.84427484101697),CB214500,40.84427484,-73.82304256,1033210.6832,246918.949434
POINT (-73.7771261153484 40.6668989461453),CB447445,40.66689894,-73.77712611,1046079.272,182324.321753
POINT (-73.92266064614043 40.69002031259646),CB304716,40.69002031,-73.92266064,1005697.92745,190678.912505
POINT (-73.87672155990607 40.83816460683005),CB209685,40.8381646,-73.87672155,1018361.89444,244667.312263
POINT (-73.87098267145139 40.880340345629826),CB206530,40.88034034,-73.87098267,1019927.24652,260035.831868
POINT (-73.96077884936271 40.716903151944216),CB319498,40.71690315,-73.96077884,995122.515357,200466.100663
POINT (-73.96854207325637 40.76150691404873),CB109053,40.76150691,-73.96854207,992964.632334,216715.794383
POINT (-73.90309172503838 40.888779805551735),CB208368,40.8887798,-73.90309172,1011044.71136,263099.214686
POINT (-73.90608571847639 40.85682244093554),CB206351,40.85682244,-73.90608571,1010229.36871,251454.990266
POINT (-73.93113886260983 40.62338403510785),CB303871,40.62338403,-73.93113886,1003365.81423,166399.506875
POINT (-73.96323673446571 40.64457413907269),CB325591,40.64457413,-73.96323673,994452.223174,174114.258994
POINT (-73.91253438565482 40.830913979637934),CB205227,40.83091397,-73.91253438,1008454.90933,242013.721157
POINT (-73.9782268871524 40.78820295246306),CB105262,40.78820295,-73.97822688,990279.27917,226441.241442
POINT (-73.95765715823792 40.70374459394477),CB320964,40.70374459,-73.95765715,995990.198333,195672.443666
POINT (-73.74597539102314 40.679340581937815),CB444336,40.67934058,-73.74597539,1054707.8823,186880.669375
POINT (-73.96603175601746 40.75796933809533),CB108449,40.75796933,-73.96603175,993660.552651,215427.19947
POINT (-73.90070618692916 40.844695735410255),CB210001,40.84469573,-73.90070618,1011722.50814,247038.414139
POINT (-73.9692412380495 40.59494208502657),CB313630,40.59494208,-73.96924123,992792.25477,156031.352476
POINT (-73.83019619217815 40.83231032109149),CB214985,40.83231032,-73.83019619,1031239.8674,242555.9196
POINT (-73.94435206350285 40.819773079334496),CB102080,40.81977307,-73.94435206,999652.383383,237947.492983
POINT (-73.78965577661005 40.6659346653347),CB461405,40.66593466,-73.78965577,1042604.16638,181964.412842
POINT (-73.75523582222375 40.67659577966489),CB445635,40.67659577,-73.75523582,1052142.15124,185873.350179
POINT (-73.75510416061833 40.65983111723833),CB446351,40.65983111,-73.75510416,1052195.74676,179765.634979
POINT (-74.00222621965206 40.716764768022486),CB110651,40.71676476,-74.00222621,983632.867202,200413.256954
POINT (-73.83189627241298 40.85902533038542),CB214276,40.85902533,-73.83189627,1030750.72546,252288.279965
POINT (-73.89281704455436 40.830057719551775),CB203601,40.83005771,-73.89281704,1013911.79233,241707.816848
POINT (-73.99657452564529 40.61270180566501),CB329943,40.6127018,-73.99657452,985201.062149,162500.19499
POINT (-73.82002559236675 40.82194955325674),CB214369,40.82194955,-73.82002559,1034062.13275,238786.74012
POINT (-73.93454893684758 40.64491832739276),CB333368,40.64491832,-73.93454893,1002413.31756,174244.300962
POINT (-73.88975333856312 40.85926664784358),CB209758,40.85926664,-73.88975333,1014746.24781,252350.77334
POINT (-73.99696350972154 40.66429206649706),CB307791,40.66429206,-73.9969635,985092.411496,181295.92044
POINT (-73.91600194252565 40.65367073903255),CB334475,40.65367073,-73.91600194,1007557.23288,177437.434477
POINT (-73.91375157538472 40.853971996557355),CB205484,40.85397199,-73.91375157,1008109.79727,250414.283854
POINT (-73.98325377178546 40.711305009803404),CB111395,40.711305,-73.98325377,988892.620647,198424.537035
POINT (-73.8064330637063 40.59070675788175),CB406739,40.59070675,-73.80643306,1038010.34513,154546.213808
POINT (-73.95294484224553 40.71424443121643),CB321811,40.71424443,-73.95294484,997294.704659,199498.517275
POINT (-73.9987209807788 40.722954294513244),CB111549,40.72295429,-73.99872098,984604.525359,202668.286235
POINT (-74.01041202949658 40.679384688544616),CB305386,40.67938468,-74.01041202,981362.051072,186794.74928
POINT (-73.82040252332935 40.889534540558024),CB212775,40.88953454,-73.82040252,1033907.32319,263410.27922
POINT (-73.89221398279888 40.84993230916867),CB209190,40.8499323,-73.89221398,1014069.77351,248949.071763
POINT (-74.00539348354219 40.63305073228926),CB309434,40.63305073,-74.00539348,982752.988557,169913.874967
POINT (-73.93690004692307 40.584157272636666),CB314632,40.58415727,-73.93690004,1001776.80748,152106.985918
POINT (-73.993906186185 40.57309619159285),CB327360,40.57309619,-73.99390618,985942.914131,148070.905122
POINT (-73.90615775181087 40.67628301745972),CB333212,40.67628301,-73.90615775,1010279.90809,185678.492583
POINT (-73.84065289167303 40.86647997850546),CB212986,40.86647997,-73.84065289,1028323.53818,254999.765807
POINT (-74.0005593354311 40.62356747820662),CB309357,40.62356747,-74.00055933,984094.729159,166458.827001
POINT (-73.88537084223141 40.677626401842055),CB323111,40.6776264,-73.88537084,1016045.12546,186174.7867
POINT (-73.99641994546525 40.62382656912844),CB328222,40.62382656,-73.99641994,985243.814744,166553.240525
POINT (-73.97443169504383 40.72612656691167),CB112135,40.72612656,-73.97443169,991336.822265,203825.074789
POINT (-73.9976687481835 40.69700222975195),CB329042,40.69700222,-73.99766874,984896.440504,193213.17092
POINT (-73.98564720517467 40.623752771296495),CB311198,40.62375277,-73.9856472,988234.306437,166526.660113
POINT (-73.93203292279982 40.65829638450618),CB331781,40.65829638,-73.93203292,1003107.75452,179118.826793
POINT (-73.88128359254033 40.87820364012953),CB206994,40.87820364,-73.88128359,1017079.78293,259253.317643
POINT (-73.82802868627995 40.84155678853147),CB214644,40.84155678,-73.82802868,1031833.06758,245925.915096
POINT (-73.81152897388664 40.67280379771502),CB482436,40.67280379,-73.81152897,1036530.68031,184453.21317
POINT (-73.82947087536333 40.82223448155502),CB215479,40.82223448,-73.82947087,1031447.73077,238885.31945
POINT (-74.01586868879703 40.65022034774236),CB308020,40.65022034,-74.01586868,979846.631382,176169.585706
POINT (-73.94975665140674 40.60660510802763),CB312627,40.6066051,-73.94975665,998201.033098,160282.992074
POINT (-73.99372871297889 40.72558943457215),CB111597,40.72558943,-73.99372871,985988.240204,203628.408797
POINT (-73.97170840259913 40.67641185293354),CB316957,40.67641185,-73.9717084,992097.493018,185712.755475
POINT (-73.94698267939575 40.68448686301756),CB316646,40.68448686,-73.94698267,998954.106354,188657.897113
POINT (-73.934515894035 40.71284016036417),CB320748,40.71284016,-73.93451589,1002403.98827,198990.180691
POINT (-73.89998042723184 40.627407429967256),CB301474,40.62740742,-73.89998042,1012013.70197,167873.673399
POINT (-73.89748797813017 40.86757487220647),CB207037,40.86757487,-73.89748797,1012603.16327,255375.181938
POINT (-73.85645922197665 40.813594521187284),CB202189,40.81359452,-73.85645922,1023983.27066,235724.084199
POINT (-73.74287122033917 40.6592768982319),CB445941,40.65927689,-73.74287122,1055590.32907,179573.443992
POINT (-73.85610931283539 40.84807848156271),CB210683,40.84807848,-73.85610931,1024059.49057,248288.002235
POINT (-73.9512185434385 40.827588970515194),CB103636,40.82758897,-73.95121854,997750.2753,240793.973101
POINT (-73.97244392973934 40.74151946977409),CB109779,40.74151946,-73.97244392,991886.011314,209433.359177
POINT (-73.85298679978382 40.839924094555855),CB201370,40.83992409,-73.85298679,1024928.3654,245318.490912
POINT (-73.95909605388582 40.66706265856079),CB331244,40.66706265,-73.95909605,995597.483119,182307.960045
POINT (-73.73993810404276 40.659810962584345),CB445950,40.65981096,-73.7399381,1056403.54155,179770.420114
POINT (-73.90519639789562 40.83651115099525),CB202951,40.83651115,-73.90519639,1010483.38904,244055.089207
POINT (-73.92611759236885 40.630696339403514),CB302852,40.63069633,-73.92611759,1004757.46883,169064.708779
POINT (-73.99520398248241 40.72712171707768),CB112206,40.72712171,-73.99520398,985579.302747,204186.640988
POINT (-73.99695356182771 40.6442721712104),CB310423,40.64427217,-73.99695356,985095.425023,174002.117744
POINT (-73.84441495073497 40.869628195974485),CB210956,40.86962819,-73.84441495,1027280.96074,256144.912363
POINT (-73.96381845974773 40.6066572038078),CB312388,40.6066572,-73.96381845,994296.4937,160300.045754
POINT (-73.99137846723728 40.755363337054256),CB107441,40.75536333,-73.99137846,986638.600454,214476.041353
POINT (-73.9428336416983 40.72772303467478),CB320121,40.72772303,-73.94283364,1000094.54251,204410.853406
POINT (-73.96084395467462 40.595416010627964),CB312074,40.59541601,-73.96084395,995124.252274,156204.946348
POINT (-73.98396960965141 40.77050196589896),CB105164,40.77050196,-73.9839696,988690.219338,219991.830741
POINT (-73.86943043512693 40.82733049114568),CB202370,40.82733049,-73.86943043,1020385.27516,240722.971629
POINT (-73.78935211871284 40.680758109240905),CB481290,40.6807581,-73.78935211,1042675.4207,187365.203217
POINT (-73.85033677328272 40.90716919560459),CB212682,40.90716919,-73.85033677,1025619.76438,269819.745961
POINT (-73.94088010606015 40.58499290492406),CB314928,40.5849929,-73.9408801,1000671.09056,152410.65645
POINT (-73.88199707024368 40.74574344905224),CB482252,40.74574344,-73.88199707,1016947.4896,210993.112
POINT (-73.91959467088009 40.80779824673042),CB204194,40.80779824,-73.91959467,1006508.80324,233589.956421
POINT (-73.97812279825197 40.68772452235567),CB328808,40.68772452,-73.97812279,990317.245466,189833.778478
POINT (-73.95556670759072 40.67748091491615),CB315895,40.67748091,-73.9555667,996574.661224,186104.103973
POINT (-73.94910224092934 40.79166536793993),CB100222,40.79166536,-73.94910224,998343.567129,227706.063647
POINT (-73.88316204714418 40.67628125885159),CB322798,40.67628125,-73.88316204,1016658.44072,185685.522439
POINT (-73.90236445911512 40.72201112488669),CB480279,40.72201112,-73.90236445,1011313.51969,202339.74031
POINT (-73.7364526793348 40.70114467291167),CB447667,40.70114467,-73.73645267,1057325.25427,194832.305487
POINT (-73.89821090155493 40.88539082363033),CB207450,40.88539082,-73.8982109,1012395.67182,261866.002966
POINT (-73.92055823147858 40.86684775655231),CB101910,40.86684775,-73.92055823,1006222.54751,255103.63831
POINT (-74.01413084814567 40.63818244107535),CB307827,40.63818244,-74.01413084,980328.153559,171783.76511
POINT (-73.8330044958261 40.878313853361114),CB213738,40.87831385,-73.83300449,1030430.77262,259315.245938
POINT (-73.93384941521997 40.63943628413004),CB334205,40.63943628,-73.93384941,1002608.95002,172247.189827
POINT (-73.7812111849881 40.67700521735263),CB482009,40.67700521,-73.78121118,1044936.80533,186003.45571
POINT (-73.99339274133553 40.747347894797954),CB106492,40.74734789,-73.99339274,986080.765007,211555.708519
POINT (-73.98745754247832 40.75550141524666),CB106652,40.75550141,-73.98745754,987724.887656,214526.47899
POINT (-73.84123631834947 40.891328428431656),CB213832,40.89132842,-73.84123631,1028145.76104,264052.739061
POINT (-73.8961832865725 40.85269612308517),CB208402,40.85269612,-73.89618328,1012970.4443,249954.707362
POINT (-73.95220961653939 40.57884452162444),CB313385,40.57884452,-73.95220961,997525.437965,150168.726687
POINT (-73.86031065703482 40.829950740653864),CB202395,40.82995074,-73.86031065,1022907.65968,241681.516764
POINT (-73.85269302670034 40.87947512512771),CB209345,40.87947512,-73.85269302,1024985.4196,259728.5751
POINT (-73.947919056283 40.66186005522634),CB330734,40.66186005,-73.94791905,998699.307906,180414.15121
POINT (-73.88667506712767 40.83708619975625),CB203314,40.83708619,-73.88667506,1015608.20828,244270.689219
POINT (-73.8752487544679 40.73136965157443),CB481582,40.73136965,-73.87524875,1018824.84046,205758.879272
POINT (-73.74798243832379 40.68106704032085),CB444113,40.68106704,-73.74798243,1054149.38678,187508.05739
POINT (-73.98952633952409 40.77459855262288),CB104843,40.77459855,-73.98952633,987150.895624,221484.121268
POINT (-73.94987878406302 40.80196771118817),CB101279,40.80196771,-73.94987878,998126.395044,231459.44101
POINT (-73.94081359360202 40.60047393119021),CB319178,40.60047393,-73.94081359,1000685.75423,158050.798124
POINT (-73.91478764548746 40.61749890036367),CB303344,40.6174989,-73.91478764,1007906.98758,164259.389994
POINT (-73.90735391987111 40.8278619496315),CB203663,40.82786194,-73.90735391,1009889.70768,240903.229114
POINT (-73.97241975025001 40.63281009715314),CB328194,40.63281009,-73.97241975,991905.181658,169827.36418
POINT (-73.93103816559888 40.82986615298888),CB204342,40.82986615,-73.93103816,1003334.54367,241627.387365
POINT (-74.01385136491473 40.61768407786094),CB308957,40.61768407,-74.01385136,980404.539938,164315.652588
POINT (-73.73871775628741 40.67715514849016),CB444225,40.67715514,-73.73871775,1056723.27507,186090.377675
POINT (-73.8164167199742 40.82868549230748),CB214857,40.82868549,-73.81641671,1035055.828,241242.9557
POINT (-73.90591010848804 40.64038848357049),CB300377,40.64038848,-73.9059101,1010362.64586,172601.19392
POINT (-73.96184358159991 40.59613203505211),CB350355,40.59613203,-73.96184358,994846.526526,156465.689661
POINT (-73.89945769933065 40.723677276682395),CB482401,40.72367727,-73.89945769,1012118.54515,202947.681844
POINT (-73.91199191970719 40.88079952501982),CB207568,40.88079952,-73.91199191,1008586.76877,260189.08123
